amazon_order_id,merchant_order_id,purchase_d,ate,last_updated_date,order_status,fulfillment_channel,sales_channel,product_name,sku,asin,quantity,currency,item_price,item_tax,shipping_price,shipping_tax,item_promotion_discount,ship_promotion_discount,ship_city,ship_state,ship_postal_code,ship_country,passport_sku,week,passport_week,purchase_ts,item_price_total
114-8712450-2934635,114-8712450-2934635,2025-10-04 00:00:00,T04:30:26+00:00,2025-10-04T22:09:52+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,0.34,0.99,0.16,1.8,0.99,GLENCOE,IL,60022-1877,US,UDC101,2025-09-29/2025-10-05,UDC101_October/2025,2025-10-04 04:30:26+00:00,14.99
113-8546300-3909051,113-8546300-3909051,2025-10-04 00:00:00,T03:34:49+00:00,2025-10-05T06:27:36+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 50 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP102,B0DNRMBNJ4,1,USD,17.99,1.19,0.99,0.16,1.8,0.99,NORTH ARLINGTON,NJ,07031-5532,US,USP102,2025-09-29/2025-10-05,USP102_October/2025,2025-10-04 03:34:49+00:00,17.99
112-4512609-9994609,112-4512609-9994609,2025-10-04 00:00:00,T03:27:50+00:00,2025-10-04T09:49:49+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Mineral Face Sunscreen Stick, SPF 50, Natural Zinc Oxide, Unscented, Hypoallergenic & Dermat Tested, Water-Resistant, Vegan, Sensitive Skin",USP103,B0DNRLX255,1,USD,14.99,1.2,0.99,0.16,1.8,0.99,BIRMINGHAM,AL,35206-5109,US,USP103,2025-09-29/2025-10-05,USP103_October/2025,2025-10-04 03:27:50+00:00,14.99
111-1204907-4682612,111-1204907-4682612,2025-10-04 00:00:00,T01:50:38+00:00,2025-10-04T08:42:25+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Shampoo and Body Wash, Premium 2-in-1 For Babies, Toddlers & Kids, Unscented & Hypoallergenic - Gentle Baby Soap - Vegan, Hydrating For Sen",UBW101,B0DNRLVHB6,1,USD,16.99,1.36,0.99,0.16,1.8,0.99,HOOVER,AL,35244-5807,US,UBW101,2025-09-29/2025-10-05,UBW101_October/2025,2025-10-04 01:50:38+00:00,16.99
114-8723494-5348239,114-8723494-5348239,2025-10-04 00:00:00,T01:41:18+00:00,2025-10-05T14:59:03+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,18.48,1.34,0.99,0.16,1.8,0.99,BUCKNER,MO,64016,US,UB0101,2025-09-29/2025-10-05,UB0101_October/2025,2025-10-04 01:41:18+00:00,18.48
111-1986341-9504208,111-1986341-9504208,2025-10-03 00:00:00,T23:26:52+00:00,2025-10-05T17:08:34+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,18.48,1.52,0.99,0.16,1.8,0.99,TEXARKANA,TX,75503-5211,US,UB0101,2025-09-29/2025-10-05,UB0101_October/2025,2025-10-03 23:26:52+00:00,18.48
113-7566716-7982648,113-7566716-7982648,2025-10-03 00:00:00,T22:26:32+00:00,2025-10-04T07:07:40+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,0.26,0.5,0.16,1.8,0.5,ELBURN,IL,60119-9072,US,UDC101,2025-09-29/2025-10-05,UDC101_October/2025,2025-10-03 22:26:32+00:00,14.99
114-2636475-4237849,114-2636475-4237849,2025-10-03 00:00:00,T21:42:55+00:00,2025-10-04T05:19:23+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,18.48,1.2,0.99,0.16,1.8,0.99,BRAINTREE,MA,02184-5422,US,UB0101,2025-09-29/2025-10-05,UB0101_October/2025,2025-10-03 21:42:55+00:00,18.48
111-9249271-2665800,111-9249271-2665800,2025-10-03 00:00:00,T20:32:14+00:00,2025-10-04T03:30:49+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Lotion, Premium & Unscented, For Dry & Sensitive Skin, Hydrating Daily Cream - For Babies, Toddlers, Kids & Adults, Vegan, Hypoallergenic,",UBL101,B0DNRMZZM5,1,USD,16.99,1.51,0.99,0.16,1.8,0.99,NEW YORK,NY,10128-0506,US,UBL101,2025-09-29/2025-10-05,UBL101_October/2025,2025-10-03 20:32:14+00:00,16.99
111-1355224-9101829,111-1355224-9101829,2025-10-03 00:00:00,T20:28:58+00:00,2025-10-04T03:30:56+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 50 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP102,B0DNRMBNJ4,1,USD,17.99,1.2,0.99,0.16,1.8,0.99,NEW YORK,NY,10128-0506,US,USP102,2025-09-29/2025-10-05,USP102_October/2025,2025-10-03 20:28:58+00:00,17.99
114-3322269-1696261,114-3322269-1696261,2025-10-03 00:00:00,T19:17:44+00:00,2025-10-05T07:22:39+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,18.48,1.52,0.99,0.16,1.8,0.99,GRAND PRAIRIE,TX,75052-6951,US,UB0101,2025-09-29/2025-10-05,UB0101_October/2025,2025-10-03 19:17:44+00:00,18.48
114-1279538-9506634,114-1279538-9506634,2025-10-03 00:00:00,T19:04:58+00:00,2025-10-04T06:04:27+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 50 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP102,B0DNRMBNJ4,1,USD,17.99,1.2,2.11,0.16,1.8,0.99,NAPLES,FL,34113-8553,US,USP102,2025-09-29/2025-10-05,USP102_October/2025,2025-10-03 19:04:58+00:00,17.99
112-8933862-0273002,112-8933862-0273002,2025-10-03 00:00:00,T18:23:03+00:00,2025-10-15T05:34:47+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 50 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP102,B0DNRMBNJ4,1,USD,17.99,1.2,0.99,0.16,1.8,0.99,RIVERVIEW,FL,33578-8377,US,USP102,2025-09-29/2025-10-05,USP102_October/2025,2025-10-03 18:23:03+00:00,17.99
113-1123697-8411421,113-1123697-8411421,2025-10-03 00:00:00,T18:04:29+00:00,2025-10-04T08:05:44+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Mineral Face Sunscreen Stick, SPF 50, Natural Zinc Oxide, Unscented, Hypoallergenic & Dermat Tested, Water-Resistant, Vegan, Sensitive Skin",USP103,B0DNRLX255,2,USD,22.489999999999995,2.32,1.5,0.16,1.8,1.5,HUNTINGTON BEACH,CA,92647-5550,US,USP103,2025-09-29/2025-10-05,USP103_October/2025,2025-10-03 18:04:29+00:00,59.96
112-8540125-6933009,112-8540125-6933009,2025-10-03 00:00:00,T16:16:52+00:00,2025-10-03T21:38:04+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,1.16,2.99,0.23,1.8,0.99,FOLSOM,CA,95630-8403,US,UDC101,2025-09-29/2025-10-05,UDC101_October/2025,2025-10-03 16:16:52+00:00,14.99
111-4033407-5503414,111-4033407-5503414,2025-10-03 00:00:00,T13:20:52+00:00,2025-10-03T17:35:59+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,18.48,1.52,1.5,0.16,1.8,1.5,AUSTIN,TX,78749-1332,US,UB0101,2025-09-29/2025-10-05,UB0101_October/2025,2025-10-03 13:20:52+00:00,18.48
114-3353499-8609830,114-3353499-8609830,2025-10-03 00:00:00,T12:01:03+00:00,2025-10-04T10:10:47+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,18.48,1.64,0.99,0.16,1.8,0.99,BRONX,NY,10460-0587,US,UB0101,2025-09-29/2025-10-05,UB0101_October/2025,2025-10-03 12:01:03+00:00,18.48
112-3646802-3570633,112-3646802-3570633,2025-10-03 00:00:00,T11:24:55+00:00,2025-10-06T18:34:14+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Mineral Face Sunscreen Stick, SPF 50, Natural Zinc Oxide, Unscented, Hypoallergenic & Dermat Tested, Water-Resistant, Vegan, Sensitive Skin",USP103,B0DNRLX255,1,USD,14.99,1.2,0.99,0.16,1.8,0.99,MIAMI,FL,33166-2728,US,USP103,2025-09-29/2025-10-05,USP103_October/2025,2025-10-03 11:24:55+00:00,14.99
112-3646802-3570633,112-3646802-3570633,2025-10-03 00:00:00,T11:24:55+00:00,2025-10-06T18:34:14+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 30 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP101,B0DNRQPDCD,1,USD,17.99,1.2,0.99,0.16,1.8,0.99,MIAMI,FL,33166-2728,US,USP101,2025-09-29/2025-10-05,USP101_October/2025,2025-10-03 11:24:55+00:00,17.99
113-8512176-6197854,113-8512176-6197854,2025-10-03 00:00:00,T05:58:30+00:00,2025-10-03T15:42:16+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 50 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP102,B0DNRMBNJ4,1,USD,17.99,1.33,0.99,0.16,1.8,0.99,EVANS,CO,80620-2407,US,USP102,2025-09-29/2025-10-05,USP102_October/2025,2025-10-03 05:58:30+00:00,17.99
113-2798547-1445864,113-2798547-1445864,2025-10-03 00:00:00,T05:21:09+00:00,2025-10-04T02:28:34+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 30 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP101,B0DNRQPDCD,1,USD,17.99,1.57,0.99,0.16,1.8,0.99,SACRAMENTO,CA,95824-3220,US,USP101,2025-09-29/2025-10-05,USP101_October/2025,2025-10-03 05:21:09+00:00,17.99
114-1776726-0917051,114-1776726-0917051,2025-10-03 00:00:00,T04:59:15+00:00,2025-10-03T09:44:49+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Shampoo and Body Wash, Premium 2-in-1 For Babies, Toddlers & Kids, Unscented & Hypoallergenic - Gentle Baby Soap - Vegan, Hydrating For Sen",UBW101,B0DNRLVHB6,1,USD,16.99,1.4,0.99,0.16,1.8,0.99,CYPRESS,TX,77433-3685,US,UBW101,2025-09-29/2025-10-05,UBW101_October/2025,2025-10-03 04:59:15+00:00,16.99
112-3616188-0781066,112-3616188-0781066,2025-10-03 00:00:00,T04:50:43+00:00,2025-10-04T05:14:12+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,1.16,0.99,0.16,1.8,0.99,FOLSOM,CA,95630-8403,US,UDC101,2025-09-29/2025-10-05,UDC101_October/2025,2025-10-03 04:50:43+00:00,14.99
112-9676697-2030612,112-9676697-2030612,2025-10-03 00:00:00,T04:12:09+00:00,2025-10-03T08:35:29+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Mineral Face Sunscreen Stick, SPF 50, Natural Zinc Oxide, Unscented, Hypoallergenic & Dermat Tested, Water-Resistant, Vegan, Sensitive Skin",USP103,B0DNRLX255,1,USD,14.99,1.16,0.99,0.16,1.8,0.99,NEWPORT BEACH,CA,92660-8202,US,USP103,2025-09-29/2025-10-05,USP103_October/2025,2025-10-03 04:12:09+00:00,14.99
111-8317711-0533062,111-8317711-0533062,2025-10-03 00:00:00,T03:32:01+00:00,2025-10-04T07:18:11+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Shampoo and Body Wash, Premium 2-in-1 For Babies, Toddlers & Kids, Unscented & Hypoallergenic - Gentle Baby Soap - Vegan, Hydrating For Sen",UBW101,B0DNRLVHB6,1,USD,16.99,1.46,0.99,0.16,1.8,0.99,KANSAS CITY,MO,64155-3659,US,UBW101,2025-09-29/2025-10-05,UBW101_October/2025,2025-10-03 03:32:01+00:00,16.99
111-7542238-9321808,111-7542238-9321808,2025-10-03 00:00:00,T03:00:37+00:00,2025-10-03T08:02:48+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 50 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP102,B0DNRMBNJ4,1,USD,17.99,1.2,0.99,0.16,1.8,0.99,OCALA,FL,34473-6985,US,USP102,2025-09-29/2025-10-05,USP102_October/2025,2025-10-03 03:00:37+00:00,17.99
112-2676095-4949069,112-2676095-4949069,2025-10-03 00:00:00,T02:43:58+00:00,2025-10-03T06:35:11+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Shampoo and Body Wash, Premium 2-in-1 For Babies, Toddlers & Kids, Unscented & Hypoallergenic - Gentle Baby Soap - Vegan, Hydrating For Sen",UBW101,B0DNRLVHB6,1,USD,16.99,1.66,0.99,0.16,1.8,0.99,LOS ANGELES,CA,90028-5421,US,UBW101,2025-09-29/2025-10-05,UBW101_October/2025,2025-10-03 02:43:58+00:00,16.99
113-4558781-2117844,113-4558781-2117844,2025-10-03 00:00:00,T02:21:10+00:00,2025-10-03T07:51:47+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,18.48,1.52,0.99,0.16,1.8,0.99,SEGUIN,TX,78155-6350,US,UB0101,2025-09-29/2025-10-05,UB0101_October/2025,2025-10-03 02:21:10+00:00,18.48
111-4332194-6711466,111-4332194-6711466,2025-10-03 00:00:00,T02:13:48+00:00,2025-10-13T19:30:03+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,2,USD,22.489999999999995,1.2,0.99,0.16,3.0,0.99,CHEEKTOWAGA,NY,14227-2257,US,UDC101,2025-09-29/2025-10-05,UDC101_October/2025,2025-10-03 02:13:48+00:00,59.96
112-5560621-7673010,112-5560621-7673010,2025-10-03 00:00:00,T02:07:33+00:00,2025-10-03T06:57:11+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 50 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP102,B0DNRMBNJ4,1,USD,17.99,1.08,0.99,0.16,1.8,0.99,WAYNE,PA,19087-3815,US,USP102,2025-09-29/2025-10-05,USP102_October/2025,2025-10-03 02:07:33+00:00,17.99
113-5843911-5401855,113-5843911-5401855,2025-10-03 00:00:00,T02:02:21+00:00,2025-10-03T08:15:39+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,1.39,0.99,0.16,1.8,0.99,OXNARD,CA,93036-1464,US,UDC101,2025-09-29/2025-10-05,UDC101_October/2025,2025-10-03 02:02:21+00:00,14.99
112-2210641-7724245,112-2210641-7724245,2025-10-02 00:00:00,T20:05:25+00:00,2025-10-03T22:35:22+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 50 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP102,B0DNRMBNJ4,1,USD,17.99,1.39,0.99,0.16,1.8,0.99,VERMONT,IL,61484-9618,US,USP102,2025-09-29/2025-10-05,USP102_October/2025,2025-10-02 20:05:25+00:00,17.99
114-5813067-9064267,114-5813067-9064267,2025-10-02 00:00:00,T19:23:42+00:00,2025-10-03T04:07:37+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,1.54,0.99,0.16,1.8,0.99,TACOMA,WA,98422-2246,US,UDC101,2025-09-29/2025-10-05,UDC101_October/2025,2025-10-02 19:23:42+00:00,14.99
114-3484996-1312256,114-3484996-1312256,2025-10-02 00:00:00,T18:43:10+00:00,2025-10-03T02:02:52+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,18.48,1.76,1.49,0.16,1.8,1.49,CLARKSVILLE,TN,37043-1010,US,UB0101,2025-09-29/2025-10-05,UB0101_October/2025,2025-10-02 18:43:10+00:00,18.48
112-3966620-2892245,112-3966620-2892245,2025-10-02 00:00:00,T11:55:02+00:00,2025-10-02T17:50:40+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Oil, All Natural, Premium & Unscented, Vegan - Made with Organic Avocado Oil, Coconut Oil, Dermatologist Tested, Soothing & Hydrating Baby",UB0101,B0DNNW7MFX,1,USD,18.48,1.34,0.99,0.16,1.8,0.99,CHARLOTTE,NC,28211-2141,US,UB0101,2025-09-29/2025-10-05,UB0101_October/2025,2025-10-02 11:55:02+00:00,18.48
113-9764647-3848244,113-9764647-3848244,2025-10-02 00:00:00,T06:20:20+00:00,2025-10-06T06:45:21+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 50 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP102,B0DNRMBNJ4,1,USD,17.99,1.25,0.99,0.16,1.8,0.99,YORBA LINDA,CA,92886-6214,US,USP102,2025-09-29/2025-10-05,USP102_October/2025,2025-10-02 06:20:20+00:00,17.99
112-1859728-4649854,112-1859728-4649854,2025-10-02 00:00:00,T04:15:57+00:00,2025-10-03T01:19:15+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Shampoo and Body Wash, Premium 2-in-1 For Babies, Toddlers & Kids, Unscented & Hypoallergenic - Gentle Baby Soap - Vegan, Hydrating For Sen",UBW101,B0DNRLVHB6,1,USD,16.99,0.9,0.99,0.16,1.7,0.99,BROOKLINE,MA,02445-4162,US,UBW101,2025-09-29/2025-10-05,UBW101_October/2025,2025-10-02 04:15:57+00:00,16.99
111-0707659-7388255,111-0707659-7388255,2025-10-02 00:00:00,T02:17:17+00:00,2025-10-02T07:49:50+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 50 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP102,B0DNRMBNJ4,1,USD,17.99,1.46,1.49,0.16,1.8,1.49,CASTLE ROCK,CO,80108-8028,US,USP102,2025-09-29/2025-10-05,USP102_October/2025,2025-10-02 02:17:17+00:00,17.99
112-0443310-6721863,112-0443310-6721863,2025-10-01 00:00:00,T23:45:48+00:00,2025-10-02T10:24:19+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Sunscreen, Premium SPF 50 Sunscreen Mineral Lotion, Natural Zinc Oxide, Hypoallergenic, Non-toxic, Water-Resistant, Vegan, Sensitive Skin -",USP102,B0DNRMBNJ4,1,USD,17.99,1.2,0.99,0.16,1.8,0.99,PROSPER,TX,75078-1540,US,USP102,2025-09-29/2025-10-05,USP102_October/2025,2025-10-01 23:45:48+00:00,17.99
113-3778927-6553868,113-3778927-6553868,2025-10-01 00:00:00,T22:24:03+00:00,2025-10-02T05:34:04+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Shampoo and Body Wash, Premium 2-in-1 For Babies, Toddlers & Kids, Unscented & Hypoallergenic - Gentle Baby Soap - Vegan, Hydrating For Sen",UBW101,B0DNRLVHB6,2,USD,22.489999999999995,2.3,0.99,0.16,1.8,0.99,MAINEVILLE,OH,45039-9588,US,UBW101,2025-09-29/2025-10-05,UBW101_October/2025,2025-10-01 22:24:03+00:00,67.96
111-8555980-7133831,111-8555980-7133831,2025-10-01 00:00:00,T21:43:24+00:00,2025-10-02T06:25:14+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,1.46,1.0,0.16,1.8,1.0,LOS ANGELES,CA,90036-2513,US,UDC101,2025-09-29/2025-10-05,UDC101_October/2025,2025-10-01 21:43:24+00:00,14.99
111-3791789-9032254,111-3791789-9032254,2025-10-01 00:00:00,T21:29:02+00:00,2025-10-02T10:23:41+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,1.2,0.99,0.16,1.8,0.99,MOLALLA,OR,97038-9485,US,UDC101,2025-09-29/2025-10-05,UDC101_October/2025,2025-10-01 21:29:02+00:00,14.99
111-0558556-5117032,111-0558556-5117032,2025-10-01 00:00:00,T20:20:30+00:00,2025-10-03T18:17:23+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,2,USD,22.489999999999995,2.1,0.99,0.16,3.0,0.99,SAN DIEGO,CA,92123-2062,US,UDC101,2025-09-29/2025-10-05,UDC101_October/2025,2025-10-01 20:20:30+00:00,59.96
111-9236424-7913049,111-9236424-7913049,2025-10-01 00:00:00,T19:39:33+00:00,2025-10-02T04:44:29+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,1.36,0.59,0.16,1.8,0.59,PHOENIX,AZ,85042-6729,US,UDC101,2025-09-29/2025-10-05,UDC101_October/2025,2025-10-01 19:39:33+00:00,14.99
114-1034796-8275445,114-1034796-8275445,2025-10-01 00:00:00,T19:27:41+00:00,2025-10-02T01:34:47+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Mineral Face Sunscreen Stick, SPF 50, Natural Zinc Oxide, Unscented, Hypoallergenic & Dermat Tested, Water-Resistant, Vegan, Sensitive Skin",USP103,B0DNRLX255,1,USD,14.99,1.2,1.5,0.16,1.8,1.5,ALDIE,VA,20105-5684,US,USP103,2025-09-29/2025-10-05,USP103_October/2025,2025-10-01 19:27:41+00:00,14.99
111-7903383-8602618,111-7903383-8602618,2025-10-01 00:00:00,T18:55:23+00:00,2025-10-04T20:19:40+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,1.01,0.99,0.16,1.5,0.99,WICHITA,KS,67220-4219,US,UDC101,2025-09-29/2025-10-05,UDC101_October/2025,2025-10-01 18:55:23+00:00,14.99
114-6094073-9066653,114-6094073-9066653,2025-10-01 00:00:00,T18:41:20+00:00,2025-10-03T01:31:08+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,2,USD,22.489999999999995,1.2,0.99,0.16,1.8,0.99,ORLANDO,FL,32830-8514,US,UDC101,2025-09-29/2025-10-05,UDC101_October/2025,2025-10-01 18:41:20+00:00,59.96
111-4220898-5627430,111-4220898-5627430,2025-10-01 00:00:00,T18:30:00+00:00,2025-10-02T04:01:29+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Lotion, Premium & Unscented, For Dry & Sensitive Skin, Hydrating Daily Cream - For Babies, Toddlers, Kids & Adults, Vegan, Hypoallergenic,",UBL101,B0DNRMZZM5,1,USD,16.99,1.34,0.99,0.16,1.7,0.99,MENIFEE,CA,92584-7969,US,UBL101,2025-09-29/2025-10-05,UBL101_October/2025,2025-10-01 18:30:00+00:00,16.99
114-4769937-5523419,114-4769937-5523419,2025-10-01 00:00:00,T17:21:23+00:00,2025-10-02T07:17:59+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Shampoo and Body Wash, Premium 2-in-1 For Babies, Toddlers & Kids, Unscented & Hypoallergenic - Gentle Baby Soap - Vegan, Hydrating For Sen",UBW101,B0DNRLVHB6,2,USD,22.489999999999995,3.32,0.99,0.16,1.8,0.99,NASHVILLE,TN,37217-1745,US,UBW101,2025-09-29/2025-10-05,UBW101_October/2025,2025-10-01 17:21:23+00:00,67.96
114-2061122-0818613,114-2061122-0818613,2025-10-01 00:00:00,T16:22:26+00:00,2025-10-02T05:21:06+00:00,Shipped,Amazon,Amazon.com,"Bliss Baby Diaper Rash Cream Spray - Fragrance-Free, No Touch & Mess-Free, Treats, Soothes & Prevents Diaper Rash, Zinc Oxide, Dermatologist Tested, V",UDC101,B0DNRLZ3LP,1,USD,14.99,1.2,0.99,0.16,1.8,0.99,BROOKLYN,NY,11222-5607,US,UDC101,2025-09-29/2025-10-05,UDC101_October/2025,2025-10-01 16:22:26+00:00,14.99
